,Unnamed: 0,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold,label_index
163,163,sp,E5L0E4,VSPB_DABSI,Beta-fibrinogenase-like,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
164,164,sp,E5L0E6,VSPCA_AGKPL,Protein C activator,Agkistrodon piscivorus leucostoma,459671,2,Snake_Venom_Serine_Proteases(SVSP),train,4
165,165,sp,E5L0E3,VSPAF_DABSI,Alpha-fibrinogenase-like,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
166,166,sp,P0DJF5,VSPPA_TRIAB,Venom plasminogen activator GPV-PA,Trimeresurus albolabris,8765,2,Snake_Venom_Serine_Proteases(SVSP),train,4
167,167,sp,E5L0E5,VSPPA_AGKPL,Venom plasminogen activator,Agkistrodon piscivorus leucostoma,459671,2,Snake_Venom_Serine_Proteases(SVSP),train,4
168,168,sp,Q9DF68,VSPH1_PROJR,Snake venom serine protease homolog,Protobothrops jerdonii,242841,2,Snake_Venom_Serine_Proteases(SVSP),train,4
169,169,sp,Q5W958,VSPH_BOTJA,Snake venom serine protease homolog HS120,Bothrops jararaca,8724,2,Snake_Venom_Serine_Proteases(SVSP),train,4
170,170,sp,J3S833,VSP2_CROAD,Snake venom serine proteinase 2,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
171,171,sp,Q8UUK2,VSPS1_CROAD,Snake venom serine proteinase Sp1,Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),train,4
172,172,sp,J3RY93,VSPC_CROAD,Snake venom serine proteinase 12,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
173,173,sp,J3S835,VSP8_CROAD,Snake venom serine proteinase 8,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
174,174,sp,J3SDX0,VSP4_CROAD,Snake venom serine proteinase 4a,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
175,175,sp,J3RYA3,VSP9_CROAD,Snake venom serine proteinase 9,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
176,176,sp,J3S832,VSPB_CROAD,Snake venom serine proteinase 11,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
177,177,sp,J3S3W5,VSP1_CROAD,Snake venom serine proteinase 1,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
178,178,sp,J3SDW9,VSPE_CROAD,Snake venom serine proteinase 14,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
179,179,sp,Q6T6S7,VSPH1_BITGA,Snake venom serine protease homolog 1,Bitis gabonica,8694,1,Snake_Venom_Serine_Proteases(SVSP),test,4
180,180,sp,P00983,MAMB7_DENPO,Mambaquaretin-7,Dendroaspis polylepis polylepis,8620,1,Snake_Venom_Serine_Proteases(SVSP),train,4
181,181,sp,Q9PT40,VSPH2_MACLB,Snake venom serine protease homolog 2,Macrovipera lebetinus,3148341,2,Snake_Venom_Serine_Proteases(SVSP),train,4
182,182,sp,I2G9B4,VKT_MACLN,Kunitz-type serine protease inhibitor PIVL,Macrovipera lebetina transmediterranea,384075,1,Snake_Venom_Serine_Proteases(SVSP),train,4
183,183,sp,P86545,VSP_NAJNA,Thrombin-like enzyme TLP (Fragment),Naja naja,35670,1,Snake_Venom_Serine_Proteases(SVSP),train,4
184,184,sp,O13060,VSPHA_CRAGM,Snake venom serine protease homolog 2A,Craspedocephalus gramineus,8767,2,Snake_Venom_Serine_Proteases(SVSP),test,4
185,185,sp,P18692,VSPCE_CERVI,Thrombin-like enzyme cerastobin (Fragment),Cerastes vipera,8698,1,Snake_Venom_Serine_Proteases(SVSP),train,4
186,186,sp,Q7T229,VSPH_BOTJR,Snake venom serine protease homolog,Bothrops jararacussu,8726,1,Snake_Venom_Serine_Proteases(SVSP),train,4
187,187,sp,F8S116,VSP5_CROAD,Snake venom serine proteinase 5,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
188,188,sp,D8MIA0,VSPH2_BITRH,Snake venom serine protease homolog rhinocerase 2 (Fragment),Bitis rhinoceros,715877,1,Snake_Venom_Serine_Proteases(SVSP),train,4
189,189,sp,D8MIA1,VSPH3_BITRH,Snake venom serine protease homolog rhinocerase 3 (Fragment),Bitis rhinoceros,715877,1,Snake_Venom_Serine_Proteases(SVSP),train,4
190,190,sp,P24541,VKT_ERIMA,Kunitz-type serine protease inhibitor,Eristicophis macmahoni,110227,1,Snake_Venom_Serine_Proteases(SVSP),val,4
191,191,sp,Q9PRY9,VSP_BITAR,Snake venom serine proteinase (Fragment),Bitis arietans,8692,1,Snake_Venom_Serine_Proteases(SVSP),train,4
192,192,sp,J3SBQ3,VSPD_CROAD,Inactive snake venom serine proteinase 13,Crotalus adamanteus,8729,1,Snake_Venom_Serine_Proteases(SVSP),train,4
193,193,sp,Q9PS28,VSPF_CERCE,Thrombin-like enzyme RP34 (Fragment),Cerastes cerastes,8697,1,Snake_Venom_Serine_Proteases(SVSP),test,4
194,194,sp,Q7LZF5,VSPC1_CROAT,Thrombin-like enzyme catroxobin-1 (Fragment),Crotalus atrox,8730,1,Snake_Venom_Serine_Proteases(SVSP),train,4
195,195,sp,Q8AY82,VSPH1_TRIST,Snake venom serine protease homolog 1,Trimeresurus stejnegeri,39682,2,Snake_Venom_Serine_Proteases(SVSP),train,4
196,196,sp,Q71QI0,VSPH7_TRIST,Snake venom serine protease homolog KN7,Trimeresurus stejnegeri,39682,2,Snake_Venom_Serine_Proteases(SVSP),train,4
197,197,sp,Q71QJ4,VSPH4_TRIST,Snake venom serine protease homolog KN4,Trimeresurus stejnegeri,39682,2,Snake_Venom_Serine_Proteases(SVSP),test,4
198,198,sp,O13069,VSP2_BOTJA,Thrombin-like enzyme KN-BJ 2,Bothrops jararaca,8724,1,Snake_Venom_Serine_Proteases(SVSP),train,4
199,199,sp,P00989,VKTH2_BUNMU,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B2 chain,Bungarus multicinctus,8616,1,Snake_Venom_Serine_Proteases(SVSP),val,4
200,200,sp,C0HJR6,VSP2_CRODO,Thrombin-like enzyme collinein-2 (Fragment),Crotalus durissus collilineatus,221569,1,Snake_Venom_Serine_Proteases(SVSP),test,4
201,201,sp,P00987,VKTH1_BUNMU,"Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B1 chain, major component",Bungarus multicinctus,8616,1,Snake_Venom_Serine_Proteases(SVSP),train,4
202,202,sp,C0HK18,VSP4_CRODO,Thrombin-like enzyme collinein-4 (Fragment),Crotalus durissus collilineatus,221569,1,Snake_Venom_Serine_Proteases(SVSP),train,4
203,203,sp,C0HLB2,VKT_PSEPC,Kunitz-type serine protease inhibitor PPTI,Pseudocerastes persicus,47769,1,Snake_Venom_Serine_Proteases(SVSP),train,4
204,204,sp,C0HK19,VSP3_CRODO,Thrombin-like enzyme collinein-3 (Fragment),Crotalus durissus collilineatus,221569,1,Snake_Venom_Serine_Proteases(SVSP),train,4
205,205,sp,H6VC06,VKTK2_DABRR,Kunitz-type serine protease inhibitor DrKIn-II,Daboia russelii,8707,1,Snake_Venom_Serine_Proteases(SVSP),train,4
206,206,sp,H6VC05,VKTK1_DABRR,Kunitz-type serine protease inhibitor DrKIn-I,Daboia russelii,8707,1,Snake_Venom_Serine_Proteases(SVSP),train,4
207,207,sp,P00986,VKT2_NAJNI,Kunitz-type serine protease inhibitor 2,Naja nivea,8655,1,Snake_Venom_Serine_Proteases(SVSP),train,4
208,208,sp,P00984,VKTE_DENPO,Kunitz-type serine protease inhibitor dendrotoxin E,Dendroaspis polylepis polylepis,8620,1,Snake_Venom_Serine_Proteases(SVSP),val,4
209,209,sp,Q5ZPJ7,VKT_NAJAT,Kunitz-type serine protease inhibitor NACI,Naja atra,8656,1,Snake_Venom_Serine_Proteases(SVSP),train,4
210,210,sp,A7LAC7,VSP2_TRIAB,Thrombin-like enzyme 2,Trimeresurus albolabris,8765,2,Snake_Venom_Serine_Proteases(SVSP),test,4
211,211,sp,A7LAC6,VSP1_TRIAB,Thrombin-like enzyme 1,Trimeresurus albolabris,8765,2,Snake_Venom_Serine_Proteases(SVSP),train,4
212,212,sp,P00990,VKT2_DABSI,Kunitz-type serine protease inhibitor 2,Daboia siamensis,343250,1,Snake_Venom_Serine_Proteases(SVSP),val,4
213,213,sp,P19859,VKTCI_NAJNA,Kunitz-type serine protease inhibitor,Naja naja,35670,1,Snake_Venom_Serine_Proteases(SVSP),train,4
214,214,sp,P20229,VKTTI_NAJNA,Kunitz-type serine protease inhibitor,Naja naja,35670,1,Snake_Venom_Serine_Proteases(SVSP),val,4
215,215,sp,P00985,VKT2_HEMHA,Kunitz-type serine protease inhibitor 2,Hemachatus haemachatus,8626,1,Snake_Venom_Serine_Proteases(SVSP),train,4
216,216,sp,P0DMH5,VSP_BOTCO,Snake venom serine protease (Fragment),Bothrops cotiara,8727,1,Snake_Venom_Serine_Proteases(SVSP),val,4
217,217,sp,P80899,VSPCA_GLOHA,Protein C activator (Fragment),Gloydius halys,8714,1,Snake_Venom_Serine_Proteases(SVSP),train,4
218,218,sp,C1IC52,VKT2_WALAE,Kunitz-type serine protease inhibitor spermatin,Walterinnesia aegyptia,64182,1,Snake_Venom_Serine_Proteases(SVSP),val,4
219,219,sp,P0DMJ6,VKT12_DENAN,Kunitz-type serine protease inhibitor dendrotoxin DaE1,Dendroaspis angusticeps,8618,1,Snake_Venom_Serine_Proteases(SVSP),train,4
220,220,sp,Q9W728,VKTH3_BUNMU,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B3 chain,Bungarus multicinctus,8616,2,Snake_Venom_Serine_Proteases(SVSP),train,4
221,221,sp,A8Y7P1,VKTB1_DABSI,Kunitz-type serine protease inhibitor B1,Daboia siamensis,343250,1,Snake_Venom_Serine_Proteases(SVSP),test,4
222,222,sp,Q1RPT0,VKTH4_BUNMU,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B4 chain,Bungarus multicinctus,8616,1,Snake_Venom_Serine_Proteases(SVSP),train,4
223,223,sp,Q1RPS9,VKTH5_BUNMU,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B5 chain,Bungarus multicinctus,8616,3,Snake_Venom_Serine_Proteases(SVSP),val,4
224,224,sp,P0DJ63,VKT_OXYMI,Kunitz-type serine protease inhibitor OMI (Fragment),Oxyuranus microlepidotus,111177,1,Snake_Venom_Serine_Proteases(SVSP),train,4
225,225,sp,P0DKL8,VKT_VIPRE,Kunitz-type serine protease inhibitor Vur-KIn,Vipera renardi,927686,1,Snake_Venom_Serine_Proteases(SVSP),train,4
226,226,sp,E7FL12,VKT2_PSERS,Kunitz serine protease inhibitor Pr-mulgin 2,Pseudechis rossignolii,1489342,2,Snake_Venom_Serine_Proteases(SVSP),train,4
227,227,sp,E7FL13,VKT3_PSERS,Kunitz serine protease inhibitor Pr-mulgin 3,Pseudechis rossignolii,1489342,2,Snake_Venom_Serine_Proteases(SVSP),test,4
228,228,sp,Q7T2Q6,VKTHB_BUNFL,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B chain,Bungarus flaviceps flaviceps,8615,1,Snake_Venom_Serine_Proteases(SVSP),train,4
229,229,sp,C0HLA2,VSP3_LACMR,Thrombin-like enzyme LmrSP-3 (Fragment),Lachesis muta rhombeata,60219,1,Snake_Venom_Serine_Proteases(SVSP),train,4
230,230,sp,E7FL11,VKT1_PSERS,Kunitz serine protease inhibitor Pr-mulgin 1,Pseudechis rossignolii,1489342,1,Snake_Venom_Serine_Proteases(SVSP),train,4
231,231,sp,C0HLA1,VSP2_LACMR,Thrombin-like enzyme LmrSP-2 (Fragment),Lachesis muta rhombeata,60219,1,Snake_Venom_Serine_Proteases(SVSP),train,4
232,232,sp,P84470,VKTH8_BUNCA,Kunitz-type serine protease inhibitor homolog T2 B chain (Fragment),Bungarus candidus,92438,1,Snake_Venom_Serine_Proteases(SVSP),train,4
233,233,sp,P84473,VKTH2_BUNCA,Kunitz-type serine protease inhibitor homolog T1-2 B chain (Fragment),Bungarus candidus,92438,1,Snake_Venom_Serine_Proteases(SVSP),train,4
234,234,sp,P84471,VKTH1_BUNCA,Kunitz-type serine protease inhibitor homolog T1-1 B chain (Fragment),Bungarus candidus,92438,1,Snake_Venom_Serine_Proteases(SVSP),train,4
235,235,sp,A8Y7P3,VKTB3_DABSI,Kunitz-type serine protease inhibitor B3,Daboia siamensis,343250,3,Snake_Venom_Serine_Proteases(SVSP),test,4
236,236,sp,A8Y7P4,VKTB4_DABSI,Kunitz-type serine protease inhibitor B4,Daboia siamensis,343250,3,Snake_Venom_Serine_Proteases(SVSP),train,4
237,237,sp,A8Y7N5,VKTC2_DABSI,Kunitz-type serine protease inhibitor C2,Daboia siamensis,343250,3,Snake_Venom_Serine_Proteases(SVSP),train,4
238,238,sp,P81658,VKTHC_DENAN,Kunitz-type serine protease inhibitor homolog calcicludine,Dendroaspis angusticeps,8618,1,Snake_Venom_Serine_Proteases(SVSP),train,4
239,239,sp,P0CV90,VSPH_CROAT,Snake venom serine protease homolog (Fragment),Crotalus atrox,8730,1,Snake_Venom_Serine_Proteases(SVSP),train,4
240,240,sp,P86530,VSP1_DABRR,Vipera russelli proteinase RVV-V homolog 1 (Fragment),Daboia russelii,8707,1,Snake_Venom_Serine_Proteases(SVSP),val,4
241,241,sp,P86532,VSP4_DABRR,Vipera russelli proteinase RVV-V homolog 4 (Fragment),Daboia russelii,8707,1,Snake_Venom_Serine_Proteases(SVSP),train,4
242,242,sp,Q2ES46,VKT5_DABRR,Kunitz-type serine protease inhibitor 5,Daboia russelii,8707,2,Snake_Venom_Serine_Proteases(SVSP),train,4
243,243,sp,Q2ES47,VKT4_DABRR,Kunitz-type serine protease inhibitor 4,Daboia russelii,8707,2,Snake_Venom_Serine_Proteases(SVSP),train,4
244,244,sp,B4ESA2,VKT1L_BUNMU,Kunitz-type serine protease inhibitor PILP-1,Bungarus multicinctus,8616,3,Snake_Venom_Serine_Proteases(SVSP),train,4
245,245,sp,B4ESA3,VKT2L_BUNMU,Kunitz-type serine protease inhibitor PILP-2,Bungarus multicinctus,8616,3,Snake_Venom_Serine_Proteases(SVSP),train,4
246,246,sp,B2KTG1,VKT_BUNFA,Kunitz-type serine protease inhibitor bungaruskunin,Bungarus fasciatus,8613,1,Snake_Venom_Serine_Proteases(SVSP),train,4
247,247,sp,F8J2F6,VKT18_DRYCN,Kunitz-type serine protease inhibitor 18,Drysdalia coronoides,66186,1,Snake_Venom_Serine_Proteases(SVSP),train,4
248,248,tr,A0A1W7RI98,A0A1W7RI98_AGKCO,complement subcomponent C1r,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
249,249,sp,Q6T6T5,VKT1_BITGA,Kunitz-type serine protease inhibitor bitisilin-1,Bitis gabonica,8694,1,Snake_Venom_Serine_Proteases(SVSP),train,4
250,250,sp,Q6T6S5,VKT2_BITGA,Kunitz-type serine protease inhibitor bitisilin-2,Bitis gabonica,8694,1,Snake_Venom_Serine_Proteases(SVSP),train,4
251,251,sp,B4ESA4,VKT3L_BUNMU,Kunitz-type serine protease inhibitor PILP-3,Bungarus multicinctus,8616,3,Snake_Venom_Serine_Proteases(SVSP),test,4
252,252,sp,Q90WA0,VKT2_PSETT,Kunitz-type serine protease inhibitor textilinin-2,Pseudonaja textilis textilis,169397,1,Snake_Venom_Serine_Proteases(SVSP),train,4
253,253,sp,B6RLX2,VKTCT_OPHHA,Kunitz-type serine protease inhibitor TCI,Ophiophagus hannah,8665,1,Snake_Venom_Serine_Proteases(SVSP),train,4
254,254,sp,Q7LZE3,VKTHE_DENAN,Kunitz-type serine protease inhibitor long epsilon-dendrotoxin His55,Dendroaspis angusticeps,8618,1,Snake_Venom_Serine_Proteases(SVSP),train,4
255,255,sp,Q7LZS8,VKTRE_DENAN,Kunitz-type serine protease inhibitor long epsilon-dendrotoxin Arg55,Dendroaspis angusticeps,8618,1,Snake_Venom_Serine_Proteases(SVSP),train,4
256,256,sp,P86531,VSP2_DABRR,Vipera russelli proteinase RVV-V homolog 2 (Fragment),Daboia russelii,8707,1,Snake_Venom_Serine_Proteases(SVSP),train,4
257,257,sp,P85041,VKT10_DABSI,Kunitz-type serine protease inhibitor C10 (Fragment),Daboia siamensis,343250,1,Snake_Venom_Serine_Proteases(SVSP),train,4
258,258,sp,P85040,VKTC9_DABSI,Kunitz-type serine protease inhibitor C9 (Fragment),Daboia siamensis,343250,1,Snake_Venom_Serine_Proteases(SVSP),train,4
259,259,tr,A0A194AM86,A0A194AM86_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
260,260,tr,A0A1W7RJW0,A0A1W7RJW0_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),test,4
261,261,sp,A8Y7N8,VKTC5_DABSI,Kunitz-type serine protease inhibitor C5,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
262,262,sp,A8Y7N4,VKTC1_DABSI,Kunitz-type serine protease inhibitor C1,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
263,263,sp,A8Y7N9,VKTC6_DABSI,Kunitz-type serine protease inhibitor C6,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
264,264,sp,A8Y7N7,VKTC4_DABSI,Kunitz-type serine protease inhibitor C4,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
265,265,tr,A0A1W7RJU0,A0A1W7RJU0_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
266,266,sp,P85039,VKTC8_DABSI,Kunitz-type serine protease inhibitor C8 (Fragment),Daboia siamensis,343250,1,Snake_Venom_Serine_Proteases(SVSP),train,4
267,267,sp,A8Y7P5,VKTB5_DABSI,Kunitz-type serine protease inhibitor B5,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
268,268,sp,A8Y7P0,VKTB7_DABSI,Kunitz-type serine protease inhibitor 7,Daboia siamensis,343250,2,Snake_Venom_Serine_Proteases(SVSP),train,4
269,269,tr,A0A6P9CA41,A0A6P9CA41_PANGU,Snake venom serine protease-like,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
270,270,tr,J7LCB0,J7LCB0_DEIAC,Snake venom serine protease Da-36,Deinagkistrodon acutus,36307,1,Snake_Venom_Serine_Proteases(SVSP),train,4
271,271,tr,A0A1W7RB66,A0A1W7RB66_CROAD,Cadam10_SVSP-12,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),val,4
272,272,tr,A0A1W7RB87,A0A1W7RB87_CROAD,Cadam10_SVSP-7,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
273,273,tr,A0AAW1AZH2,A0AAW1AZH2_CROAD,Snake venom serine protease 12,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
274,274,sp,B2KTG2,VKTH1_BUNFA,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin BF B1 chain,Bungarus fasciatus,8613,2,Snake_Venom_Serine_Proteases(SVSP),val,4
275,275,sp,B2KTG3,VKTH2_BUNFA,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin BF B2 chain,Bungarus fasciatus,8613,2,Snake_Venom_Serine_Proteases(SVSP),train,4
276,276,tr,A0A194AM91,A0A194AM91_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
277,277,tr,A0A194APM6,A0A194APM6_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),test,4
278,278,tr,A0A1W7RJW9,A0A1W7RJW9_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
279,279,tr,A0A194AQC1,A0A194AQC1_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
280,280,tr,A0A194APJ3,A0A194APJ3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
281,281,tr,A0A194APM1,A0A194APM1_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
282,282,tr,A0A194ARK3,A0A194ARK3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
283,283,tr,A0A1W7RJU2,A0A1W7RJU2_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
284,284,tr,A0A1W7RJX5,A0A1W7RJX5_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
285,285,tr,A0A194APL0,A0A194APL0_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
286,286,tr,A0A1W7RJS4,A0A1W7RJS4_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
287,287,tr,A0A194AMB1,A0A194AMB1_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
288,288,tr,A0A194APC8,A0A194APC8_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
289,289,tr,A0A194APD3,A0A194APD3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
290,290,tr,A0A194ARJ3,A0A194ARJ3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
291,291,tr,A0A1W7RJU6,A0A1W7RJU6_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
292,292,tr,A0A194AM83,A0A194AM83_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
293,293,tr,A0A194APD8,A0A194APD8_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
294,294,tr,A0A194APL5,A0A194APL5_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
295,295,tr,A0A194AQD7,A0A194AQD7_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
296,296,tr,A0A194ARH4,A0A194ARH4_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),test,4
297,297,tr,A0A1W7RJV9,A0A1W7RJV9_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
298,298,tr,A0A1W7RJT5,A0A1W7RJT5_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),val,4
299,299,tr,A0A194AMA1,A0A194AMA1_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),val,4
300,300,tr,A0A1W7RJU4,A0A1W7RJU4_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),val,4
301,301,tr,A0A1W7RJX1,A0A1W7RJX1_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),test,4
302,302,tr,A0A194APC3,A0A194APC3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
303,303,sp,Q1RPS8,VKTH6_BUNMU,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B6 chain,Bungarus multicinctus,8616,3,Snake_Venom_Serine_Proteases(SVSP),train,4
304,304,tr,A0A194ALW4,A0A194ALW4_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
305,305,tr,A0A194ARI8,A0A194ARI8_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
306,306,tr,A0A1W7RJY1,A0A1W7RJY1_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
307,307,sp,D5J9Q8,VKT5_BUNFL,Kunitz-type serine protease inhibitor isoform 5,Bungarus flaviceps flaviceps,8615,3,Snake_Venom_Serine_Proteases(SVSP),train,4
308,308,sp,P0CAR0,VKTG1_MICPY,Kunitz-type serine protease inhibitor G1 (Fragment),Micrurus pyrrhocryptus,129468,1,Snake_Venom_Serine_Proteases(SVSP),train,4
309,309,sp,Q6ITB1,VKT_PSEPO,Kunitz-type serine protease inhibitor blackelin,Pseudechis porphyriacus,8671,2,Snake_Venom_Serine_Proteases(SVSP),train,4
310,310,tr,A0A194APA8,A0A194APA8_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
311,311,tr,A0A194APB8,A0A194APB8_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
312,312,tr,A0A194AQC5,A0A194AQC5_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
313,313,tr,A0A194AQC9,A0A194AQC9_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
314,314,tr,A0A1W7RJV6,A0A1W7RJV6_AGKCO,Snake venom serine protease,Agkistrodon contortrix contortrix,8713,3,Snake_Venom_Serine_Proteases(SVSP),train,4
315,315,tr,A0A194APB3,A0A194APB3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
316,316,tr,A0A194APJ8,A0A194APJ8_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
317,317,tr,A0A194APK5,A0A194APK5_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
318,318,tr,A0A194ARI3,A0A194ARI3_9SAUR,Snake venom serine protease,Agkistrodon piscivorus,8715,3,Snake_Venom_Serine_Proteases(SVSP),train,4
